Mod:Item:MetaData, Localized Name
thebetweenlands:marsh_mallow, Marsh Mallow
thebetweenlands:bladderwort_flower, Bladderwort Flower
thebetweenlands:bladderwort_stalk, Bladderwort Stalk
thebetweenlands:bog_bean_flower, Bog Bean Flower
thebetweenlands:bog_bean_stalk, Bog Bean Stalk
thebetweenlands:golden_club_flower, Golden Club Flower
thebetweenlands:golden_club_stalk, Golden Club Stalk
thebetweenlands:marsh_marigold_flower, Marsh Marigold Flower
thebetweenlands:marsh_marigold_stalk, Marsh Marigold Stalk
thebetweenlands:swamp_double_tallgrass, Double Swamp Tallgrass
thebetweenlands:milkweed, Milkweed
thebetweenlands:nettle, Nettle
thebetweenlands:nettle_flowered, Flowered Nettle
thebetweenlands:pickerel_weed, Pickerel Weed
thebetweenlands:phragmites, Phragmites
thebetweenlands:shoots, Shoots
thebetweenlands:sludgecreep, Sludgecreep
thebetweenlands:soft_rush, Soft Rush
thebetweenlands:swamp_reed, Swamp Reed
thebetweenlands:swamp_reed_underwater, Swamp Reed (underwater)
thebetweenlands:thorns, Thorns
thebetweenlands:tall_cattail, Tall Cattail
thebetweenlands:swamp_tallgrass, Swamp Tallgrass
thebetweenlands:dead_weedwood_bush, Dead Weedwood Bush
thebetweenlands:weedwood_bush, Weedwood Bush
thebetweenlands:hollow_log, Hollow Log
thebetweenlands:cave_moss, Cave Moss
thebetweenlands:moss, Moss
thebetweenlands:lichen, Lichen
thebetweenlands:hanger:0, Hanger
thebetweenlands:hanger:3, Seeded Hanger
thebetweenlands:middle_fruit_bush, tile.thebetweenlands.middle_fruit_bush.name
thebetweenlands:fungus_crop, tile.thebetweenlands.fungus_crop.name
thebetweenlands:aspectrus_crop, tile.thebetweenlands.aspectrus_crop.name
thebetweenlands:purified_swamp_dirt, Purified Swamp Dirt
thebetweenlands:dug_swamp_dirt:0, Dug Swamp Dirt
thebetweenlands:dug_swamp_dirt:1, Dug Swamp Dirt
thebetweenlands:dug_swamp_dirt:2, Dug Swamp Dirt
thebetweenlands:dug_purified_swamp_dirt:0, Dug Purified Swamp Dirt
thebetweenlands:dug_purified_swamp_dirt:1, Dug Purified Swamp Dirt
thebetweenlands:dug_swamp_grass:0, Dug Swamp Grass
thebetweenlands:dug_swamp_grass:1, Dug Swamp Grass
thebetweenlands:dug_swamp_grass:2, Dug Swamp Grass
thebetweenlands:dug_purified_swamp_grass:0, Dug Purified Swamp Grass
thebetweenlands:dug_purified_swamp_grass:1, Dug Purified Swamp Grass
thebetweenlands:black_ice, Black Ice
thebetweenlands:snow, Snow
thebetweenlands:log_portal:0, Portal Frame
thebetweenlands:log_portal:12, Portal Frame
thebetweenlands:tree_portal, Tree Portal
thebetweenlands:portal_frame:0, Top Left Portal Frame
thebetweenlands:portal_frame:1, Top Portal Frame
thebetweenlands:portal_frame:2, Top Right Portal Frame
thebetweenlands:portal_frame:3, Right Side Portal Frame
thebetweenlands:portal_frame:4, Left Side Portal Frame
thebetweenlands:portal_frame:5, Bottom Left Portal Frame
thebetweenlands:portal_frame:6, Bottom Portal Frame
thebetweenlands:portal_frame:7, Bottom Right Portal Frame
thebetweenlands:druid_altar, Dark Druid Altar
thebetweenlands:purifier, Purifier
thebetweenlands:weedwood_workbench, Weedwood Crafting Table
thebetweenlands:compost_bin, Compost Bin
thebetweenlands:weedwood_jukebox, Weedwood Jukebox
thebetweenlands:sulfur_furnace, Sulfur Furnace
thebetweenlands:sulfur_furnace_active, tile.thebetweenlands.sulfur_furnace_active.name
thebetweenlands:sulfur_furnace_dual, Dual Sulfur Furnace
thebetweenlands:sulfur_furnace_dual_active, tile.thebetweenlands.sulfur_furnace_dual_active.name
thebetweenlands:weedwood_chest, Weedwood Chest
thebetweenlands:weedwood_rubber_tap, Weedwood Rubber Tap
thebetweenlands:syrmorite_rubber_tap, Syrmorite Rubber Tap
thebetweenlands:sludge, Sludge
thebetweenlands:fallen_leaves, Fallen Leaves
thebetweenlands:energy_barrier, Energy Barrier
thebetweenlands:weedwood_door, tile.thebetweenlands.weedwood_door.name
thebetweenlands:rubber_tree_plank_door, tile.thebetweenlands.rubber_tree_plank_door.name
thebetweenlands:giant_root_plank_door, tile.thebetweenlands.giant_root_plank_door.name
thebetweenlands:syrmorite_door, tile.thebetweenlands.syrmorite_door.name
thebetweenlands:standing_weedwood_sign, tile.thebetweenlands.standing_weedwood_sign.name
thebetweenlands:wall_weedwood_sign, tile.thebetweenlands.wall_weedwood_sign.name
thebetweenlands:sulfur_torch, Sulfur Torch
thebetweenlands:weedwood_trapdoor, Weedwood Trapdoor
thebetweenlands:rubber_tree_plank_trapdoor, Rubber Tree Plank Trapdoor
thebetweenlands:syrmorite_trapdoor, Syrmorite Trapdoor
thebetweenlands:giant_root_plank_trapdoor, Giant Root Plank Trapdoor
thebetweenlands:syrmorite_hopper, Syrmorite Hopper
thebetweenlands:mud_flower_pot, Mud Brick Flower Pot
thebetweenlands:gecko_cage, Gecko Cage
thebetweenlands:infuser, Infuser
thebetweenlands:aspect_vial_block, tile.thebetweenlands.aspect_vial_block.name
thebetweenlands:mortar, Mortar
thebetweenlands:animator, Animator
thebetweenlands:alembic, Alembic
thebetweenlands:moss_bed, tile.thebetweenlands.moss_bed.name
thebetweenlands:rope, tile.thebetweenlands.rope.name
thebetweenlands:damp_torch, Damp Torch
thebetweenlands:walkway, Weedwood Walkway
thebetweenlands:wood_chip_path, Weedwood Chip Path
thebetweenlands:thatch_roof, Thatch Roof
thebetweenlands:mud_brick_roof, Mud Brick Roof
thebetweenlands:repeller, Repeller
thebetweenlands:items_misc:0, Crimson Snail Shell
thebetweenlands:items_misc:1, Ochre Snail Shell
thebetweenlands:items_misc:2, Compost
thebetweenlands:items_misc:3, Dragonfly Wing
thebetweenlands:items_misc:4, Lurker Skin
thebetweenlands:items_misc:6, Dried Swamp Reed
thebetweenlands:items_misc:7, Reed Rope
thebetweenlands:items_misc:10, Mud Brick
thebetweenlands:items_misc:11, Syrmorite Ingot
thebetweenlands:items_misc:13, Dry Bark
thebetweenlands:items_misc:14, Slimy Bone
thebetweenlands:items_misc:16, Snapper Root
thebetweenlands:items_misc:17, Stalker Eye
thebetweenlands:items_misc:18, Sulfur
thebetweenlands:items_misc:19, Valonite Shard
thebetweenlands:items_misc:20, Weedwood Stick
thebetweenlands:items_misc:21, Angler Tooth
thebetweenlands:items_misc:22, Weedwood Bowl
thebetweenlands:items_misc:23, Rubber Ball
thebetweenlands:items_misc:24, Tar Beast Heart
thebetweenlands:items_misc:25, Animated Tar Beast Heart
thebetweenlands:items_misc:26, Tar Drip
thebetweenlands:items_misc:27, Limestone Flux
thebetweenlands:items_misc:29, Inanimate Tarminion
thebetweenlands:items_misc:30, Poison Gland
thebetweenlands:items_misc:32, Amate Paper
thebetweenlands:items_misc:33, Shockwave Sword Piece
thebetweenlands:items_misc:34, Shockwave Sword Piece
thebetweenlands:items_misc:35, Shockwave Sword Piece
thebetweenlands:items_misc:36, Shockwave Sword Piece
thebetweenlands:items_misc:38, Amulet Socket
thebetweenlands:items_misc:39, Scabyst
thebetweenlands:items_misc:40, Item Scroll
thebetweenlands:items_crushed:0, Ground Leaf
thebetweenlands:items_crushed:1, Ground Cattail
thebetweenlands:items_crushed:2, Ground Swamp Tallgrass
thebetweenlands:items_crushed:3, Ground Shoots
thebetweenlands:items_crushed:4, Ground Arrow Arum
thebetweenlands:items_crushed:5, Ground Button Bush
thebetweenlands:items_crushed:6, Ground Marsh Hibiscus
thebetweenlands:items_crushed:7, Ground Pickerel Weed
thebetweenlands:items_crushed:8, Ground Soft Rush
thebetweenlands:items_crushed:9, Ground Marsh Mallow
thebetweenlands:items_crushed:10, Ground Milkweed
thebetweenlands:items_crushed:11, Ground Blue Iris
thebetweenlands:items_crushed:12, Ground Copper Iris
thebetweenlands:items_crushed:13, Ground Blue Eyed Grass
thebetweenlands:items_crushed:14, Ground Boneset
thebetweenlands:items_crushed:15, Ground Bottlebrush Grass
thebetweenlands:items_crushed:16, Ground Weedwood Bark
thebetweenlands:items_crushed:17, Ground Dried Swamp Reed
thebetweenlands:items_crushed:18, Ground Algae
thebetweenlands:items_crushed:19, Ground Angler Tooth
thebetweenlands:items_crushed:20, Ground Black Hat Mushroom
thebetweenlands:items_crushed:21, Ground Crimson Snail Shell
thebetweenlands:items_crushed:22, Ground Bog Bean
thebetweenlands:items_crushed:23, Ground Broomsedge
thebetweenlands:items_crushed:24, Ground Bulb-Capped Mushroom
thebetweenlands:items_crushed:25, Ground Cardinal Flower
thebetweenlands:items_crushed:26, Ground Cave Grass
thebetweenlands:items_crushed:27, Ground Cave Moss
thebetweenlands:items_crushed:28, Ground Crimson Middle Gem
thebetweenlands:items_crushed:29, Ground Deep Water Coral
thebetweenlands:items_crushed:30, Ground Flathead Mushroom
thebetweenlands:items_crushed:31, Ground Golden Club
thebetweenlands:items_crushed:32, Ground Green Middle Gem
thebetweenlands:items_crushed:33, Ground Hanger
thebetweenlands:items_crushed:34, Ground Lichen
thebetweenlands:items_crushed:35, Ground Marsh Marigold
thebetweenlands:items_crushed:36, Ground Mire Coral
thebetweenlands:items_crushed:37, Ground Ochre Snail Shell
thebetweenlands:items_crushed:38, Ground Moss
thebetweenlands:items_crushed:39, Ground Nettle
thebetweenlands:items_crushed:40, Ground Phragmites
thebetweenlands:items_crushed:41, Ground Sludgecreep
thebetweenlands:items_crushed:42, Ground Sundew
thebetweenlands:items_crushed:43, Ground Swamp Kelp
thebetweenlands:items_crushed:44, Ground Tangled Roots
thebetweenlands:items_crushed:45, Ground Aqua Middle Gem
thebetweenlands:items_crushed:46, Ground Pitcher Plant
thebetweenlands:items_crushed:47, Ground Water Weeds
thebetweenlands:items_crushed:48, Ground Venus Fly Trap
thebetweenlands:items_crushed:49, Ground Volarpad
thebetweenlands:items_crushed:50, Ground Thorns
thebetweenlands:items_crushed:51, Ground Poison Ivy
thebetweenlands:items_crushed:52, Ground Bladderwort Flower
thebetweenlands:items_crushed:53, Ground Bladderwort Stalk
thebetweenlands:items_plant_drop:0, Leaf
thebetweenlands:items_plant_drop:1, Algae Clump
thebetweenlands:items_plant_drop:2, Arrow Arum Leaf
thebetweenlands:items_plant_drop:3, Blue Eyed Grass Flowers
thebetweenlands:items_plant_drop:4, Blue Iris Petals
thebetweenlands:items_plant_drop:5, Mire Coral
thebetweenlands:items_plant_drop:6, Deep Water Coral
thebetweenlands:items_plant_drop:7, Bog Bean Flower
thebetweenlands:items_plant_drop:8, Boneset Flowers
thebetweenlands:items_plant_drop:9, Bottlebrush Grass Blades
thebetweenlands:items_plant_drop:10, Broomsedge Leaves
thebetweenlands:items_plant_drop:11, Button Bush Flowers
thebetweenlands:items_plant_drop:12, Cardinal Flower Petals
thebetweenlands:items_plant_drop:13, Cattail Head
thebetweenlands:items_plant_drop:14, Cave Grass Blades
thebetweenlands:items_plant_drop:15, Copper Iris Petals
thebetweenlands:items_plant_drop:16, Golden Club Flowers
thebetweenlands:items_plant_drop:17, Lichen Clump
thebetweenlands:items_plant_drop:18, Marsh Hibiscus Flower
thebetweenlands:items_plant_drop:19, Marsh Mallow Flower
thebetweenlands:items_plant_drop:20, Marsh Marigold Flower
thebetweenlands:items_plant_drop:21, Nettle Leaf
thebetweenlands:items_plant_drop:22, Phragmite Stems
thebetweenlands:items_plant_drop:23, Pickerel Weed Flower
thebetweenlands:items_plant_drop:24, Shoots
thebetweenlands:items_plant_drop:25, Sludgecreep Leaves
thebetweenlands:items_plant_drop:26, Soft Rush Leaves
thebetweenlands:items_plant_drop:27, Sundew Head
thebetweenlands:items_plant_drop:28, Swamp Tallgrass Blades
thebetweenlands:items_plant_drop:29, Cave Moss
thebetweenlands:items_plant_drop:30, Moss
thebetweenlands:items_plant_drop:31, Milkweed Flower
thebetweenlands:items_plant_drop:32, Hanger
thebetweenlands:items_plant_drop:33, Pitcher Plant Trap
thebetweenlands:items_plant_drop:34, Water Weeds
thebetweenlands:items_plant_drop:35, Venus Fly Trap Head
thebetweenlands:items_plant_drop:36, Volarpad Leaf
thebetweenlands:items_plant_drop:37, Thorn Branch
thebetweenlands:items_plant_drop:38, Poison Ivy Leaves
thebetweenlands:items_plant_drop:39, Bladderwort Stalk
thebetweenlands:items_plant_drop:40, Bladderwort Flower
thebetweenlands:swamp_talisman:0, Swamp Talisman
thebetweenlands:swamp_talisman:1, Swamp Talisman Piece
thebetweenlands:swamp_talisman:2, Swamp Talisman Piece
thebetweenlands:swamp_talisman:3, Swamp Talisman Piece
thebetweenlands:swamp_talisman:4, Swamp Talisman Piece
thebetweenlands:weedwood_rowboat, Weedwood Rowboat
thebetweenlands:sap_ball, Ball of Sap
thebetweenlands:rotten_food, Rotten Food (%s)
thebetweenlands:middle_fruit_bush_seeds, White Pear Seeds
thebetweenlands:spores, Spores
thebetweenlands:aspectrus_seeds, Aspectrus Seeds
thebetweenlands:mire_snail_egg, Mire Snail Egg
thebetweenlands:mire_snail_egg_cooked, Cooked Mire Snail Egg
thebetweenlands:angler_meat_raw, Raw Angler Meat
thebetweenlands:angler_meat_cooked, Angler Meat Steak
thebetweenlands:frog_legs_raw, Raw Frog's Leg
thebetweenlands:frog_legs_cooked, Fried Frog's Leg
thebetweenlands:snail_flesh_raw, Raw Snail Flesh
thebetweenlands:snail_flesh_cooked, Seared Snail Flesh
thebetweenlands:reed_donut, Reed Donut
thebetweenlands:jam_donut, Jam Donut
thebetweenlands:gerts_donut, Gert's Donut
thebetweenlands:aspectrus_fruit, Aspectrus Fruit
thebetweenlands:kraken_tentacle, Kraken Tentacle
thebetweenlands:kraken_calamari, Kraken Calamari
thebetweenlands:middle_fruit, White Pear
thebetweenlands:mince_pie, Mince Pie
thebetweenlands:christmas_pudding, Christmas Pudding
thebetweenlands:candy_cane, Candy Cane
thebetweenlands:weeping_blue_petal, Weeping Blue Petal
thebetweenlands:wight_heart, Wight's Heart
thebetweenlands:yellow_dotted_fungus, Yellow Dotted Fungus
thebetweenlands:silt_crab_claw, Silt Crab Claw
thebetweenlands:crab_stick, Crabstick
thebetweenlands:nettle_soup, Nettle Soup
thebetweenlands:sludge_jello, Sludge Jello
thebetweenlands:middle_fruit_jello, White Pear Jello
thebetweenlands:sap_jello, Sap Jello
thebetweenlands:marshmallow, Green Marshmallow
thebetweenlands:marshmallow_pink, Pink Marshmallow
thebetweenlands:flat_head_mushroom_item, Flathead Mushroom
thebetweenlands:black_hat_mushroom_item, Black Hat Mushroom
thebetweenlands:bulb_capped_mushroom_item, Bulb-Capped Mushrooms
thebetweenlands:swamp_reed_item, Swamp Reed
thebetweenlands:swamp_kelp_item, Swamp Kelp
thebetweenlands:fried_swamp_kelp, Fried Swamp Kelp
thebetweenlands:forbidden_fig, Forbidden Fig
thebetweenlands:candy_blue, Blue Candy
thebetweenlands:candy_red, Red Candy
thebetweenlands:candy_yellow, Yellow Candy
thebetweenlands:chiromaw_wing, Chiromaw Wing
thebetweenlands:tangled_root, Tangled Root
thebetweenlands:mire_scramble, Mire Scramble
thebetweenlands:weeping_blue_petal_salad, Weeping Blue Petal Salad
thebetweenlands:nibblestick, Nibblestick
thebetweenlands:bone_helmet, Bone Helmet
thebetweenlands:bone_chestplate, Bone Chestplate
thebetweenlands:bone_leggings, Bone Leggings
thebetweenlands:bone_boots, Bone Boots
thebetweenlands:lurker_skin_helmet, Lurker Skin Helmet
thebetweenlands:lurker_skin_chestplate, Lurker Skin Chestplate
thebetweenlands:lurker_skin_leggings, Lurker Skin Leggings
thebetweenlands:lurker_skin_boots, Lurker Skin Boots
thebetweenlands:syrmorite_helmet, Syrmorite Helmet
thebetweenlands:syrmorite_chestplate, Syrmorite Chestplate
thebetweenlands:syrmorite_leggings, Syrmorite Leggings
thebetweenlands:syrmorite_boots, Syrmorite Boots
thebetweenlands:valonite_helmet, Valonite Helmet
thebetweenlands:valonite_chestplate, Valonite Chestplate
thebetweenlands:valonite_leggings, Valonite Leggings
thebetweenlands:valonite_boots, Valonite Boots
thebetweenlands:rubber_boots, Rubber Boots
thebetweenlands:marsh_runner_boots, Boots of the Marsh Runner
thebetweenlands:skull_mask, Skull Mask
thebetweenlands:explorers_hat, Explorer's Hat
thebetweenlands:weedwood_sword, Weedwood Sword
thebetweenlands:weedwood_shovel, Weedwood Shovel
thebetweenlands:weedwood_axe, Weedwood Axe
thebetweenlands:weedwood_pickaxe, Weedwood Pickaxe
thebetweenlands:bone_sword, Bone Sword
thebetweenlands:bone_shovel, Bone Shovel
thebetweenlands:bone_axe, Bone Axe
thebetweenlands:bone_pickaxe, Bone Pickaxe
thebetweenlands:octine_sword, Octine Sword
thebetweenlands:octine_shovel, Octine Shovel
thebetweenlands:octine_axe, Octine Axe
thebetweenlands:octine_pickaxe, Octine Pickaxe
thebetweenlands:valonite_sword, Valonite Sword
thebetweenlands:valonite_shovel, Valonite Shovel
thebetweenlands:valonite_axe, Valonite Axe
thebetweenlands:valonite_pickaxe, Valonite Pickaxe
thebetweenlands:octine_shield, Octine Shield
thebetweenlands:valonite_shield, Valonite Shield
thebetweenlands:weedwood_shield, Weedwood Shield
thebetweenlands:syrmorite_shield, Syrmorite Shield
thebetweenlands:bone_shield, Bone Shield
thebetweenlands:dentrothyst_shield_green, Green Dentrothyst Shield
thebetweenlands:dentrothyst_shield_green_polished, Green Polished Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange, Orange Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange_polished, Orange Polished Dentrothyst Shield
thebetweenlands:lurker_skin_shield, Lurker Skin Shield
thebetweenlands:manual_hl, Herblore Book
thebetweenlands:syrmorite_shears, Syrmorite Shears
thebetweenlands:sickle, Sickle
thebetweenlands:shockwave_sword, Shockwave Sword
thebetweenlands:angler_tooth_arrow, Angler Tooth Arrow
thebetweenlands:poisoned_angler_tooth_arrow, Poisoned Angler Tooth Arrow
thebetweenlands:octine_arrow, Octine Arrow
thebetweenlands:basilisk_arrow, Basilisk Arrow
thebetweenlands:weedwood_bow, Weedwood Bow
thebetweenlands:wights_bane, Wight's Bane
thebetweenlands:sludge_slicer, Sludge Slicer
thebetweenlands:critter_cruncher, Critter Cruncher
thebetweenlands:hag_hacker, Hag Hacker
thebetweenlands:voodoo_doll, Voodoo Doll
thebetweenlands:swift_pick, Swift Pick
thebetweenlands:bl_bucket:0, Weedwood Bucket
thebetweenlands:bl_bucket:1, Syrmorite Bucket
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eMolten Tin§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eMolten Zinc§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eMolten Lead§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eMolten Aluminum§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fQuicksand§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHoney§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBlood§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPoison§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHot Spring Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSlop§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHolstein Milk§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fFriesian Milk§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fJersey Milk§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fGoat Milk§f)
